Epoch,PRN,Raw_Pseudorange,CN0,Elevation
130,10,24968414.617357,21.6,0.165593
130,13,23634628.077435,21.6,0.340012
130,15,22626571.734197,36.2,0.519374
130,18,20787111.772501,31.4,1.041362
130,20,21868859.181189,30.5,0.723691
130,26,22446258.861145,27.4,0.593906
130,29,20528895.124585,37.9,1.204389
131,5,23564113.318068,36.2,0.356724
131,10,24967777.283054,21.0,0.165707
131,13,23634374.787524,24.1,0.340057
131,15,22626112.79347,35.8,0.519461
131,18,20786938.52674,31.8,1.041427
131,20,21868335.186051,30.7,0.723818
131,26,22446135.383405,27.0,0.593937
131,29,20529054.357822,37.8,1.204299
132,5,23564757.580107,36.2,0.356609
132,10,24967080.269007,21.9,0.165822
132,13,23634134.340974,24.8,0.340103
132,15,22625653.207085,35.7,0.519548
132,18,20786769.43413,32.1,1.041491
132,20,21867814.139999,31.3,0.723947
132,26,22446025.953089,26.5,0.593967
132,29,20529212.334643,37.9,1.204209
133,5,23565400.655531,36.5,0.356494
133,10,24966397.354736,21.1,0.165938
133,13,23633868.74866,25.8,0.340147
133,15,22625201.141745,36.5,0.519634
133,18,20786597.96829,32.3,1.041558
133,20,21867283.531228,30.5,0.724076
133,26,22445872.775078,25.9,0.594
133,29,20529371.253776,38.2,1.204117
134,5,23566038.338838,36.5,0.356379
134,10,24965704.581092,19.8,0.166055
134,13,23633608.862567,27.0,0.340192
134,15,22624740.089542,35.5,0.519722
134,18,20786428.317273,32.7,1.041623
134,20,21866749.031059,30.2,0.724205
134,26,22445749.593991,26.1,0.594031
134,29,20529526.578164,37.9,1.204026
135,5,23566681.902868,35.9,0.356265
135,10,24965031.456392,20.8,0.166169
135,13,23633356.357916,26.7,0.340236
135,15,22624289.106114,35.3,0.519807
135,18,20786255.560118,32.8,1.04169
135,20,21866231.509952,30.1,0.724333
135,26,22445602.314153,25.2,0.594063
135,29,20529688.673237,38.0,1.203934
136,5,23567322.151357,35.5,0.356151
136,10,24964393.982488,19.8,0.166285
136,13,23633106.209045,28.3,0.340281
136,15,22623830.915747,35.8,0.519894
136,18,20786083.064715,32.7,1.041756
136,20,21865702.558951,29.8,0.724463
136,26,22445471.193217,24.9,0.594095
136,29,20529852.251578,38.2,1.203842
137,5,23567963.324708,36.2,0.356036
137,10,24963691.489073,22.5,0.1664
137,13,23632850.702957,29.0,0.340326
137,15,22623375.15096,36.2,0.51998
137,18,20785905.212096,32.9,1.041821
137,20,21865183.833779,30.5,0.72459
137,26,22445332.306934,25.1,0.594127
137,29,20530011.362663,38.6,1.203751
138,5,23568603.86985,36.2,0.355921
138,10,24962995.556939,22.2,0.166516
138,13,23632596.06938,30.1,0.34037
138,15,22622922.35271,35.9,0.520066
138,18,20785741.406902,33.4,1.041888
138,20,21864642.911929,30.9,0.72472
138,26,22445198.202011,26.3,0.594159
138,29,20530167.437411,38.3,1.203658
139,5,23569246.282166,36.4,0.355807
139,10,24962347.961908,19.8,0.166631
139,13,23632346.601067,30.2,0.340416
139,15,22622465.122105,36.4,0.520154
139,18,20785577.968163,33.9,1.041951
139,20,21864121.813527,31.3,0.724848
139,26,22445080.622444,25.0,0.594188
139,29,20530323.878613,38.6,1.203568
140,5,23569890.10795,36.3,0.355692
140,10,24961643.322116,21.6,0.166747
140,13,23632076.366995,29.7,0.34046
140,15,22622013.51047,36.1,0.52024
140,18,20785399.766539,33.5,1.042018
140,20,21863597.050579,30.8,0.724977
140,26,22444953.68956,27.3,0.594221
140,29,20530487.736157,39.0,1.203476
141,5,23570539.709755,34.2,0.355577
141,10,24960984.925401,21.9,0.166862
141,13,23631820.878357,33.0,0.340505
141,15,22621559.87461,36.3,0.520327
141,18,20785229.434964,32.8,1.042083
141,20,21863066.372008,27.8,0.725105
141,26,22444834.923378,30.6,0.594251
141,29,20530646.288836,38.0,1.203385
142,5,23571175.386287,33.4,0.355463
142,10,24960300.021805,23.2,0.166977
142,13,23631572.177854,32.8,0.340549
142,15,22621105.50584,37.5,0.520413
142,18,20785053.58912,33.6,1.042149
142,20,21862541.556709,28.3,0.725233
142,26,22444707.920693,32.3,0.594283
142,29,20530805.591874,37.0,1.203293
143,5,23571811.900429,33.3,0.355349
143,10,24959633.929543,19.6,0.167092
143,13,23631315.013995,32.5,0.340595
143,15,22620652.271335,37.3,0.520499
143,18,20784887.846952,34.0,1.042214
143,20,21862016.374956,29.3,0.725361
143,26,22444582.66303,32.0,0.594314
143,29,20530963.341842,36.2,1.203202
144,5,23572457.244382,33.0,0.355234
144,10,24958954.191212,19.4,0.167208
144,13,23631065.475881,32.1,0.340638
144,15,22620197.989817,36.8,0.520585
144,18,20784715.962307,33.2,1.04228
144,20,21861484.439969,27.9,0.725491
144,26,22444448.558107,32.5,0.594346
144,29,20531123.622092,36.0,1.20311
145,5,23573102.134628,33.7,0.355118
145,13,23630805.293135,31.0,0.340683
145,15,22619733.342869,37.2,0.520673
145,18,20784540.011762,32.8,1.042344
145,20,21860964.632883,27.4,0.72562
145,26,22444317.576772,32.7,0.594376
145,29,20531276.852454,34.9,1.203019
146,5,23573740.21929,34.2,0.355005
146,10,24957596.895826,15.9,0.16744
146,13,23630541.899548,30.4,0.340728
146,15,22619286.774347,37.0,0.520758
146,18,20784368.057316,33.2,1.042412
146,20,21860437.1128,28.4,0.725748
146,26,22444184.606113,31.8,0.594409
146,29,20531444.86315,36.1,1.202926
147,5,23574380.938935,33.8,0.354891
147,13,23630287.126369,31.6,0.340773
147,15,22618831.149161,37.4,0.520845
147,16,24461332.212653,12.9,0.197134
147,18,20784207.131408,31.8,1.042477
147,20,21859914.339177,29.6,0.725877
147,26,22444053.345575,31.8,0.59444
147,29,20531602.595668,37.2,1.202835
148,5,23575021.012922,34.0,0.354777
148,13,23630038.617818,31.4,0.340817
148,15,22618377.268998,36.9,0.520931
148,18,20784029.36604,33.1,1.042542
148,20,21859392.106511,29.6,0.726005
148,26,22443928.349666,28.2,0.594471
148,29,20531763.905481,38.0,1.202743
149,5,23575667.089783,34.6,0.354662
149,13,23629783.827189,29.5,0.340861
149,15,22617926.425172,36.4,0.521017
149,18,20783856.416932,33.6,1.042609
149,20,21858860.311125,30.2,0.726134
149,26,22443781.785287,24.6,0.594503
149,29,20531924.325333,38.1,1.202651
150,5,23576314.737165,34.9,0.354547
150,13,23629528.792257,29.2,0.340906
150,15,22617475.930351,36.5,0.521104
150,18,20783693.431898,34.2,1.042672
150,20,21858340.55639,30.4,0.726261
150,26,22443667.940066,25.6,0.594532
150,29,20532083.017613,38.1,1.20256
151,5,23576950.343895,35.2,0.354433
151,13,23629281.522672,29.2,0.34095
151,15,22617025.086526,36.5,0.52119
151,18,20783517.795457,34.6,1.042739
151,20,21857802.79303,30.0,0.72639
151,26,22443548.388625,26.2,0.594565
151,29,20532241.954196,37.9,1.202467
152,5,23577588.480908,34.7,0.354322
152,10,24953521.048468,14.7,0.168125
152,13,23629022.072834,31.9,0.340997
152,15,22616578.273701,36.8,0.521275
152,18,20783350.395518,33.2,1.042804
152,20,21857291.815754,27.4,0.726512
152,25,23715781.71105,24.2,0.378966
152,26,22443426.2371,28.3,0.594594
152,29,20532403.124407,37.0,1.202378
153,5,23578238.204865,34.1,0.354205
153,13,23628768.817824,33.0,0.34104
153,15,22616117.570502,37.4,0.521361
153,18,20783175.980591,32.7,1.04287
153,20,21856762.760053,27.7,0.726644
153,25,23716465.602534,23.2,0.378844
153,26,22443275.51957,29.4,0.594627
153,29,20532565.079878,38.1,1.202284
154,5,23578881.262839,34.0,0.35409
154,10,24952130.981573,15.7,0.168361
154,13,23628506.209497,31.2,0.341085
154,15,22615659.188182,38.4,0.52145
154,16,24457658.383412,12.6,0.19779
154,18,20783004.200648,34.1,1.042935
154,20,21856250.107556,28.9,0.726775
154,26,22443160.993791,30.9,0.594657
154,29,20532726.372241,37.9,1.202193
155,5,23579519.696505,34.1,0.353977
155,10,24951531.566594,19.2,0.168475
155,13,23628258.451306,30.6,0.34113
155,15,22615209.967227,38.9,0.521535
155,18,20782837.097363,35.5,1.043
155,20,21855725.047954,31.2,0.726902
155,26,22443033.170946,31.4,0.594688
155,29,20532888.135759,37.8,1.202101
156,5,23580169.99632,34.1,0.353861
156,10,24950832.196767,19.9,0.168592
156,13,23628006.976218,30.5,0.341173
156,15,22614754.342042,38.9,0.521621
156,18,20782659.366895,34.9,1.043067
156,20,21855203.164292,30.1,0.727032
156,26,22442901.613754,33.6,0.59472
156,29,20533053.075217,37.4,1.202008
157,5,23580811.762977,34.2,0.353747
157,10,24950131.500724,19.8,0.168706
157,13,23627748.765346,30.9,0.341218
157,15,22614302.765307,38.2,0.521708
157,18,20782487.796354,33.4,1.043132
157,20,21854680.844375,30.6,0.72716
157,25,23719179.774501,20.9,0.37835
157,26,22442777.106451,31.2,0.594751
157,29,20533215.763597,37.2,1.201917
158,5,23581447.997916,33.9,0.353634
158,10,24949474.726879,25.0,0.168821
158,13,23627481.724664,30.3,0.341263
158,15,22613845.656854,38.9,0.521794
158,18,20782315.789558,32.1,1.043197
158,20,21854151.177916,30.3,0.727287
158,26,22442649.161454,33.4,0.594781
158,29,20533372.030297,37.7,1.201825
159,5,23582092.190154,36.3,0.353519
159,10,24948827.428502,20.9,0.168936
159,13,23627235.833646,37.2,0.341307
159,15,22613395.00498,38.2,0.521881
159,18,20782147.255355,35.1,1.043262
159,20,21853636.675696,27.2,0.727416
159,26,22442520.797653,30.6,0.594812
159,29,20533535.957642,34.8,1.201733
160,5,23582733.538007,36.8,0.353406
160,10,24948119.700022,25.4,0.169051
160,13,23626979.297995,38.5,0.341353
160,15,22612941.212068,37.0,0.521968
160,18,20781983.36291,34.2,1.043327
160,20,21853104.932661,32.9,0.727544
160,25,23721216.96527,23.7,0.377977
160,26,22442410.564627,27.2,0.594842
160,29,20533702.43272,37.1,1.201642
161,5,23583377.206738,36.1,0.353291
161,10,24947476.06619,22.3,0.169166
161,13,23626725.693981,38.8,0.341398
161,15,22612491.834061,29.0,0.522054
161,18,20781814.287751,30.2,1.043392
161,20,21852583.310753,30.3,0.727672
161,25,23721851.350486,27.8,0.377853
161,26,22442274.470379,22.4,0.594873
161,29,20533862.835121,37.0,1.20155
162,5,23584024.05141,34.4,0.353176
162,10,24946796.921166,19.7,0.169282
162,13,23626473.468533,38.4,0.341442
162,15,22612031.549668,35.5,0.522141
162,16,24453482.144951,17.5,0.198538
162,18,20781642.69976,22.7,1.043456
162,20,21852064.271476,30.3,0.727801
162,25,23722526.080605,27.3,0.37773
162,26,22442156.855911,28.2,0.594903
162,29,20534021.335449,32.9,1.201459
163,5,23584669.761817,32.9,0.353061
163,10,24946095.666716,21.1,0.169399
163,13,23626217.089934,36.8,0.341486
163,15,22611581.805206,39.6,0.522227
163,18,20781474.165557,29.5,1.043522
163,20,21851533.278801,30.0,0.727931
163,25,23723199.955663,29.8,0.377607
163,26,22442025.194019,26.3,0.594934
163,29,20534181.371396,35.4,1.201366
164,5,23585310.830466,31.9,0.352946
164,10,24945387.973136,21.9,0.169514
164,13,23625964.183929,27.2,0.34153
164,15,22611125.045756,38.8,0.522314
164,18,20781300.117085,28.5,1.043586
164,20,21851009.370913,25.6,0.728059
164,25,23723891.088987,31.6,0.377483
164,26,22441912.29111,26.2,0.594964
164,29,20534341.581845,39.8,1.201275
165,5,23585954.883102,30.0,0.352831
165,10,24944706.036077,21.6,0.16963
165,13,23625719.339923,24.3,0.341574
165,15,22610674.550935,33.5,0.522401
165,18,20781132.909099,26.8,1.043652
165,20,21850489.912832,30.2,0.728189
165,25,23724564.213686,34.2,0.37736
165,26,22441781.67623,28.3,0.594995
165,29,20534502.647355,39.1,1.201182
166,5,23586588.483058,30.8,0.352718
166,10,24944027.152806,24.4,0.169745
166,13,23625455.073826,34.8,0.34162
166,15,22610210.619446,35.6,0.522488
166,18,20780971.477134,30.8,1.043717
166,20,21849959.426212,35.9,0.728317
166,25,23725252.083819,35.1,0.377236
166,26,22441650.20629,32.5,0.595026
166,29,20534666.487449,37.5,1.201091
167,5,23587243.546782,26.6,0.352602
167,10,24943346.035907,24.8,0.169861
167,13,23625199.375785,36.4,0.341664
167,15,22609752.847884,37.8,0.522575
167,16,24450934.517863,18.6,0.199004
167,18,20780790.710329,30.5,1.043781
167,20,21849433.302148,37.1,0.728446
167,25,23725930.827489,33.6,0.377113
167,26,22441527.60106,33.5,0.595055
167,29,20534826.593197,36.6,1.200999
168,5,23587887.302764,26.5,0.352488
168,10,24942666.210324,29.9,0.169977
168,13,23624944.0442,38.1,0.341708
168,15,22609303.260475,37.6,0.522661
168,16,24450363.529288,18.4,0.199098
168,18,20780621.73987,30.9,1.043846
168,20,21848908.469399,36.9,0.728575
168,25,23726607.861037,32.4,0.376989
168,26,22441400.301721,33.7,0.595086
168,29,20534983.191451,37.8,1.200907
169,5,23588525.265275,28.1,0.352373
169,10,24941983.575256,29.6,0.170093
169,13,23624692.516761,35.5,0.341752
169,15,22608844.581501,36.2,0.522747
169,18,20780455.352044,28.4,1.043911
169,20,21848379.343896,35.7,0.728704
169,25,23727291.089412,32.4,0.376866
169,26,22441272.583578,32.7,0.595117
169,29,20535146.263736,38.2,1.200814
170,5,23589174.971782,30.3,0.352259
170,10,24941309.996852,34.8,0.170209
170,13,23624434.166287,37.0,0.341798
170,15,22608385.658225,32.8,0.522835
170,18,20780288.719915,26.9,1.043974
170,20,21847861.054979,34.9,0.728833
170,25,23727970.478739,33.7,0.376743
170,26,22441155.71947,33.5,0.595146
170,29,20535307.015141,36.8,1.200724
171,5,23589812.201383,32.2,0.352145
171,10,24940639.83869,29.5,0.170323
171,13,23624182.499247,34.6,0.341842
171,15,22607942.143491,33.7,0.522921
171,16,24448820.12733,17.3,0.199377
171,18,20780124.303963,29.6,1.04404
171,20,21847338.386058,32.6,0.728961
171,25,23728656.289746,33.3,0.376618
171,26,22441032.084677,32.8,0.595177
171,29,20535471.483444,38.0,1.200631
172,5,23590456.35872,29.4,0.35203
172,10,24939972.106108,23.8,0.170439
172,13,23623930.2738,35.4,0.341886
172,15,22607486.937111,35.6,0.523008
172,18,20779954.827449,30.4,1.044104
172,20,21846810.342469,34.3,0.72909
172,25,23729335.801225,33.2,0.376495
172,26,22440911.765426,32.6,0.595207
172,29,20535634.154373,39.3,1.200539
173,5,23591113.621172,28.6,0.351915
173,10,24939291.09391,30.4,0.170555
173,13,23623680.072578,32.6,0.341931
173,15,22607029.881008,35.7,0.523094
173,18,20779785.263683,28.1,1.044169
173,20,21846287.9353,35.7,0.729218
173,25,23730024.247215,31.0,0.376372
173,26,22440787.170871,32.3,0.595236
173,29,20535796.476299,39.1,1.200447
174,5,23591754.934124,28.7,0.3518
174,10,24938604.323141,30.7,0.170672
174,13,23623425.892706,27.5,0.341975
174,15,22606573.051758,38.8,0.523182
174,18,20779627.321762,29.4,1.044233
174,20,21845761.252829,34.8,0.729348
174,25,23730693.148962,24.3,0.37625
174,26,22440665.804606,31.4,0.595266
174,29,20535959.30428,40.1,1.200356
175,5,23592404.448678,32.8,0.351685
175,10,24937930.27358,32.0,0.170787
175,13,23623172.759848,30.5,0.34202
175,15,22606118.142032,39.1,0.523269
175,18,20779456.623732,35.2,1.044296
175,20,21845237.990599,35.2,0.729477
175,25,23731382.537264,30.6,0.376126
175,26,22440547.876035,30.9,0.595295
175,29,20536122.271864,39.4,1.200264
176,5,23593054.53909,29.7,0.351569
176,10,24937251.372859,35.1,0.170904
176,13,23622922.558626,32.4,0.342064
176,15,22605661.696686,37.1,0.523357
176,18,20779289.76475,35.4,1.04436
176,20,21844709.598006,37.0,0.729607
176,25,23732055.121006,31.6,0.376004
176,26,22440439.475282,25.5,0.595325
176,29,20536289.095945,38.3,1.200172
177,5,23593705.728865,27.8,0.351454
177,10,24936560.989895,37.0,0.17102
177,13,23622665.377317,30.7,0.342109
177,15,22605208.148077,34.5,0.523444
177,18,20779123.725928,33.3,1.044424
177,20,21844184.99211,38.1,0.729736
177,25,23732734.178779,37.0,0.375882
177,26,22440313.606862,31.2,0.595355
177,29,20536446.53181,37.1,1.20008
178,5,23594343.412172,22.8,0.351338
178,10,24935882.874433,34.7,0.171136
178,13,23622419.870203,29.9,0.342152
178,15,22604753.692056,35.3,0.52353
178,16,24445226.952995,18.9,0.200024
178,18,20778952.260089,32.6,1.044489
178,20,21843655.884058,38.3,0.729866
178,25,23733406.343716,35.9,0.375759
178,26,22440182.922181,27.9,0.595385
178,29,20536605.433493,35.1,1.199988
179,5,23595004.217017,27.5,0.351223
179,10,24935185.33688,31.7,0.171253
179,13,23622166.31854,28.0,0.342196
179,15,22604296.566152,36.1,0.523616
179,18,20778776.658548,29.5,1.044555
179,20,21843128.625729,36.0,0.729996
179,25,23734086.640455,38.1,0.375636
179,26,22440051.679094,28.8,0.595416
179,29,20536771.297812,33.2,1.199894
180,5,23595628.72541,27.4,0.351108
180,10,24934516.836488,28.3,0.171369
180,13,23621913.621937,30.6,0.34224
180,15,22603841.220171,34.1,0.523703
180,16,24444193.079945,18.1,0.20021
180,18,20778617.198458,34.5,1.044619
180,20,21842596.51624,36.1,0.730125
180,25,23734758.805392,36.5,0.375513
180,26,22439929.998725,30.6,0.595446
180,29,20536934.719101,31.6,1.199803
181,5,23596296.039186,26.9,0.350992
181,10,24933828.181095,27.4,0.171487
181,13,23621667.783269,31.2,0.342284
181,15,22603385.821838,33.2,0.523791
181,16,24443675.01788,27.8,0.200301
181,18,20778452.887208,32.9,1.044683
181,20,21842070.968032,35.4,0.730256
181,25,23735433.919416,36.3,0.375392
181,26,22439811.267444,30.0,0.595475
181,29,20537098.978001,31.5,1.19971
182,5,23596947.700118,31.7,0.350877
182,10,24933141.584828,24.2,0.171603
182,13,23621414.074553,29.2,0.342328
182,15,22602927.945575,36.4,0.523877
182,16,24443161.684825,24.3,0.200394
182,18,20778279.833399,33.8,1.044746
182,20,21841543.238547,37.5,0.730385
182,25,23736117.653847,33.4,0.375269
182,26,22439690.058231,26.8,0.595505
182,29,20537261.073074,36.7,1.199618
183,5,23597580.18326,29.3,0.350762
183,10,24932447.170863,22.1,0.171719
183,13,23621157.34695,27.7,0.342372
183,15,22602473.97816,38.8,0.523964
183,16,24442645.94364,20.0,0.200486
183,18,20778117.24972,30.1,1.044811
183,20,21841012.821729,34.9,0.730514
183,25,23736795.699508,27.9,0.375146
183,26,22439566.754993,32.8,0.595534
183,29,20537418.090133,39.1,1.199526
184,5,23598232.315347,29.5,0.350647
184,10,24931779.926888,24.5,0.171835
184,13,23620902.922775,32.9,0.342417
184,15,22602011.47759,35.0,0.524052
184,16,24442139.992027,24.1,0.200578
184,18,20777939.257499,26.6,1.044874
184,20,21840488.582287,34.4,0.730644
184,25,23737467.323488,28.6,0.375023
184,26,22439444.219564,33.8,0.595563
184,29,20537580.063054,38.3,1.199434
185,5,23598883.033966,28.7,0.350532
185,10,24931087.275395,21.1,0.171952
185,13,23620646.474375,33.9,0.342461
185,15,22601553.583876,35.8,0.52414
185,16,24441633.220253,21.3,0.20067
185,18,20777799.428904,25.8,1.044937
185,20,21839961.707863,34.8,0.730773
185,25,23738142.926118,31.8,0.374901
185,26,22439322.992901,32.3,0.595592
185,29,20537741.826572,38.7,1.199343
186,5,23599531.239755,26.2,0.350416
186,10,24930419.089108,25.5,0.172068
186,13,23620395.906699,35.6,0.342506
186,15,22601093.753188,37.0,0.524227
186,16,24441114.931336,19.4,0.200761
186,18,20777621.401783,27.2,1.045001
186,20,21839434.13543,34.9,0.730903
186,25,23738808.826427,31.5,0.37478
186,26,22439202.516598,31.8,0.595621
186,29,20537902.857182,38.9,1.199251
187,5,23600176.00785,23.7,0.350302
187,10,24929736.070135,21.7,0.172184
187,13,23620134.083632,33.7,0.342551
187,15,22600633.782899,37.9,0.524315
187,16,24440640.861271,18.0,0.200852
187,18,20777454.630052,27.5,1.045063
187,20,21838906.702599,35.4,0.731032
187,25,23739488.372806,32.4,0.374657
187,26,22439091.515763,32.8,0.59565
187,29,20538064.062293,39.4,1.19916
188,5,23600828.890296,27.8,0.350187
188,10,24929067.168389,22.9,0.172301
188,13,23619880.095713,31.8,0.342596
188,15,22600170.828622,37.8,0.524403
188,16,24440114.056648,20.6,0.200944
188,18,20777290.580555,28.8,1.045126
188,20,21838382.899413,34.3,0.731161
188,25,23740164.621095,33.2,0.374535
188,26,22438971.528066,32.9,0.595678
188,29,20538224.377443,39.6,1.199069
189,5,23601474.461102,24.8,0.350072
189,10,24928376.872675,28.1,0.172417
189,13,23619626.299746,33.7,0.34264
189,15,22599716.459853,36.4,0.524491
189,16,24439588.944695,20.3,0.201036
189,18,20777121.627547,27.6,1.045189
189,20,21837858.380768,33.3,0.731291
189,25,23740831.481165,30.8,0.374413
189,26,22438859.515118,33.1,0.595707
189,29,20538387.58933,38.4,1.198977
190,5,23602122.980994,26.7,0.349956
190,10,24927676.01958,25.8,0.172534
190,13,23619369.449991,34.2,0.342685
190,15,22599255.756654,36.8,0.524579
190,16,24439072.470601,19.2,0.201127
190,18,20776955.902829,28.4,1.045252
190,20,21837329.325067,35.1,0.731421
190,25,23741513.592727,27.9,0.374291
190,26,22438745.07659,31.9,0.595735
190,29,20538545.950056,39.1,1.198886
191,5,23602762.705976,28.4,0.349841
191,10,24927014.04557,28.6,0.17265
191,13,23619119.388371,31.8,0.342729
191,15,22598795.542062,36.2,0.524666
191,16,24438571.195646,21.1,0.201218
191,18,20776794.575566,27.3,1.045315
191,20,21836801.962037,33.6,0.73155
191,25,23742184.780452,29.7,0.374169
191,26,22438629.922603,30.4,0.595763
191,29,20538705.410146,39.2,1.198794
192,5,23603416.321332,30.0,0.349726
192,10,24926335.685806,25.9,0.172766
192,13,23618863.725231,32.4,0.342774
192,15,22598332.727387,36.3,0.524754
192,18,20776625.866861,25.8,1.045377
192,20,21836277.984349,35.8,0.731679
192,25,23742858.498458,32.8,0.374047
192,26,22438508.277135,32.9,0.595791
192,29,20538865.864898,38.6,1.198703
193,5,23604064.300267,30.0,0.349611
193,10,24925642.981962,29.5,0.172883
193,13,23618606.927826,32.9,0.342818
193,15,22597877.468656,35.5,0.524842
193,16,24437573.078092,16.9,0.201401
193,18,20776466.511472,27.6,1.045441
193,20,21835748.38769,36.7,0.73181
193,25,23743537.050175,31.6,0.373925
193,26,22438390.278763,31.3,0.595821
193,29,20539031.781568,38.6,1.198611
194,5,23604704.496405,31.6,0.349496
194,10,24924974.289619,28.1,0.172998
194,13,23618357.040708,32.5,0.342863
194,15,22597419.522592,34.6,0.524929
194,16,24437073.757561,19.0,0.201493
194,18,20776307.156084,27.6,1.045504
194,20,21835227.184587,35.4,0.731938
194,25,23744220.418152,30.2,0.373801
194,26,22438267.795685,26.5,0.595849
194,29,20539192.899428,38.6,1.198519
195,5,23605353.801557,32.9,0.349382
195,10,24924288.007455,30.5,0.173115
195,13,23618096.770711,32.8,0.342907
195,15,22596966.183386,37.4,0.525016
195,16,24436527.478495,22.8,0.201586
195,18,20776144.310652,27.9,1.045569
195,20,21834703.084747,33.9,0.732067
195,25,23744894.589864,30.5,0.373679
195,26,22438149.029503,25.2,0.595879
195,29,20539358.344943,39.7,1.198427
196,5,23606001.902644,31.5,0.349266
196,10,24923614.045146,32.4,0.173231
196,13,23617851.211247,33.8,0.342951
196,15,22596515.269759,38.0,0.525103
196,16,24436026.796848,25.2,0.201677
196,18,20775989.893675,24.5,1.045632
196,20,21834176.315024,34.7,0.732197
196,25,23745566.685,30.6,0.373557
196,26,22438051.86669,24.2,0.595908
196,29,20539522.289739,38.4,1.198335
197,5,23606650.946043,34.6,0.349152
197,10,24922933.504104,31.0,0.173347
197,13,23617603.261103,32.1,0.342996
197,15,22596060.761388,37.6,0.52519
197,16,24435518.332403,24.9,0.20177
197,18,20775811.796753,24.1,1.045696
197,20,21833659.753679,36.5,0.732326
197,25,23746260.69761,28.3,0.373433
197,26,22437918.442326,23.3,0.595937
197,29,20539689.253422,38.3,1.198242
198,5,23607294.719475,34.5,0.349037
198,10,24922253.992625,27.9,0.173463
198,13,23617341.368235,30.3,0.34304
198,15,22595607.30003,37.8,0.525277
198,16,24435032.500891,20.2,0.201862
198,18,20775657.222724,26.2,1.04576
198,20,21833132.251047,37.1,0.732455
198,25,23746936.858647,30.3,0.373311
198,26,22437771.668544,18.3,0.595966
198,29,20539851.872001,37.7,1.19815
199,5,23607942.279606,31.9,0.348922
199,10,24921577.657086,31.9,0.173578
199,13,23617095.232914,26.7,0.343083
199,15,22595154.013174,36.1,0.525363
199,16,24434485.663418,21.7,0.201955
199,18,20775469.248979,23.6,1.045825
199,20,21832610.315034,35.9,0.732584
199,25,23747617.382238,31.0,0.373187
199,26,22437669.131065,21.2,0.595996
199,29,20540015.851697,36.1,1.198057
200,5,23608587.082601,30.1,0.348807
200,10,24920894.097157,34.6,0.173695
