Epoch,PRN,Raw_Pseudorange,CN0,Elevation
129,19,24392402.543815,34.6,0.195842
129,24,23566861.954215,26.1,0.418626
129,25,21558676.395602,29.2,0.752447
129,29,23783955.157252,34.2,0.352764
130,2,21111518.021166,33.4,1.23049
130,5,23664667.51046,35.8,0.345135
130,6,22608206.392138,25.8,0.575851
130,12,20109354.110402,34.5,1.456442
130,19,24392942.837456,34.1,0.195755
130,24,23567454.109904,26.3,0.418514
130,25,21558212.987619,27.5,0.752577
130,29,23783486.357153,32.8,0.35285
131,2,21111766.651868,34.1,1.230365
131,5,23664020.962442,34.5,0.345249
131,6,22608793.487264,31.6,0.575731
131,12,20109318.529408,33.6,1.456569
131,19,24393492.466964,32.7,0.195667
131,24,23568071.498607,29.7,0.418402
131,25,21557745.409035,29.8,0.752706
131,29,23783018.185261,32.3,0.352934
132,2,21112009.803202,29.6,1.230239
132,5,23663362.04222,36.8,0.345364
132,6,22609363.114722,30.1,0.575609
132,12,20109284.675986,32.6,1.456694
132,19,24394044.696555,31.4,0.195579
132,24,23568684.891211,29.6,0.418291
132,25,21557268.459684,30.1,0.752833
132,29,23782552.334248,29.7,0.353019
133,2,21112269.444992,29.4,1.230111
133,5,23662718.408389,39.4,0.345479
133,6,22609942.025695,28.8,0.575485
133,12,20109227.142618,30.6,1.456819
133,19,24394616.714693,29.3,0.195488
133,24,23569290.483568,31.0,0.41818
133,25,21556817.580958,24.6,0.75296
133,29,23782083.167694,32.2,0.353104
134,2,21112515.894417,31.2,1.22999
134,5,23662068.475029,41.2,0.345594
134,6,22610492.457913,32.6,0.575368
134,12,20109187.582974,31.1,1.456947
134,19,24395173.446439,25.7,0.195404
134,24,23569898.484054,31.1,0.418066
134,25,21556360.420154,24.3,0.753087
134,29,23781637.698536,34.0,0.353185
135,2,21112760.180015,29.5,1.229867
135,5,23661417.285254,38.2,0.345708
135,6,22611064.127046,32.8,0.575248
135,12,20109133.57455,29.7,1.457073
135,19,24395665.385528,29.0,0.195317
135,24,23570504.320714,31.5,0.417953
135,25,21555864.537316,24.3,0.753213
135,29,23781181.078688,34.7,0.353267
136,2,21113014.726341,31.1,1.229743
136,5,23660758.068378,39.1,0.345824
136,6,22611624.767642,32.4,0.575129
136,12,20109100.628539,29.9,1.4572
136,19,24396198.733983,32.7,0.195231
136,24,23571111.431239,30.0,0.417842
136,25,21555400.762879,24.3,0.753341
136,29,23780713.116199,32.2,0.353352
137,2,21113250.880138,30.5,1.229619
137,5,23660102.62075,39.4,0.345939
137,6,22612187.99087,32.7,0.575008
137,12,20109055.572077,32.9,1.457326
137,19,24396734.071762,31.3,0.195145
137,24,23571716.011483,30.4,0.41773
137,25,21554943.497374,24.0,0.753468
137,29,23780252.552602,33.9,0.353434
138,2,21113505.042559,30.6,1.229495
138,5,23659446.335511,40.4,0.346055
138,6,22612742.855443,32.1,0.574889
138,12,20109005.455052,31.2,1.457452
138,19,24397273.039188,30.4,0.195058
138,24,23572322.738103,28.5,0.417617
138,29,23779794.711239,32.3,0.353517
139,2,21113747.321382,28.8,1.229371
139,5,23658794.918883,37.2,0.346169
139,6,22613302.588627,30.7,0.574768
139,12,20108958.409265,27.8,1.457579
139,19,24397813.001275,27.8,0.194971
139,24,23572924.770615,32.4,0.417505
139,25,21554008.72411,25.1,0.753722
139,29,23779328.266919,32.8,0.353601
140,2,21113999.442128,30.7,1.229245
140,5,23658136.277864,34.9,0.346286
140,6,22613879.091471,32.2,0.574647
140,12,20108918.849621,31.5,1.457703
140,19,24398357.727272,29.3,0.194883
140,24,23573527.937392,30.0,0.417394
140,25,21553537.149425,24.0,0.753848
140,29,23778868.697985,34.4,0.353684
141,2,21114247.357372,29.5,1.229124
141,5,23657470.412456,36.3,0.346402
141,6,22614428.895481,29.8,0.574529
141,12,20108877.754358,31.2,1.45783
141,19,24398877.551808,25.3,0.194799
141,24,23574135.30967,30.0,0.417282
141,25,21553076.952283,23.4,0.753975
141,29,23778402.794621,26.4,0.353766
142,2,21114487.524718,30.2,1.228999
142,5,23656816.01184,32.2,0.34652
142,6,22615000.634415,33.0,0.574408
142,12,20108833.413355,29.5,1.457952
142,19,24399416.903138,28.9,0.194713
142,24,23574740.029516,31.4,0.41717
142,25,21552645.582901,21.6,0.754096
142,29,23777988.823106,24.1,0.353845
143,2,21114740.11662,30.0,1.228875
143,5,23656157.527874,29.8,0.346635
143,6,22615559.023933,34.7,0.574288
143,12,20108785.320555,27.9,1.458079
143,19,24399950.722749,26.3,0.194626
143,24,23575337.978677,29.7,0.417058
143,25,21552167.90064,23.5,0.754224
143,29,23777508.121958,25.9,0.353929
144,2,21114989.689634,33.2,1.228751
144,5,23655486.148197,26.4,0.346752
144,6,22616119.175922,34.4,0.574168
144,12,20108738.396919,26.6,1.458203
144,19,24400474.595736,26.4,0.19454
144,24,23575934.409669,29.2,0.416948
144,25,21551685.070566,25.9,0.754351
144,29,23777043.283058,22.3,0.354013
145,2,21115228.897219,32.8,1.228627
145,5,23654832.550291,35.1,0.346867
145,6,22616683.062258,34.0,0.574047
145,12,20108698.488271,25.8,1.458328
145,19,24401026.476322,29.3,0.194454
145,24,23576556.143477,29.1,0.416834
145,25,21551224.855973,27.8,0.754475
145,29,23776578.583759,21.0,0.354093
146,2,21115471.682098,33.6,1.228503
146,5,23654171.187039,32.9,0.346982
146,6,22617242.725641,36.4,0.573927
146,12,20108694.561972,22.6,1.458454
146,19,24401549.284846,27.5,0.194367
146,24,23577152.103313,33.5,0.416723
146,25,21550743.352115,30.5,0.754603
146,29,23776137.84361,24.1,0.354177
147,2,21115717.677818,35.0,1.228378
147,5,23653500.104015,28.1,0.3471
147,6,22617809.19461,37.4,0.573805
147,12,20108635.05673,22.4,1.458576
147,19,24402095.668613,30.4,0.19428
147,24,23577747.34769,33.6,0.416612
147,25,21550294.724467,31.5,0.754725
147,29,23775683.213087,26.9,0.354257
148,2,21115966.587724,35.3,1.228255
148,5,23652854.131855,26.6,0.347215
148,6,22618368.090183,37.6,0.573687
148,12,20108584.189345,25.9,1.458704
148,19,24402606.890192,28.9,0.194195
148,24,23578355.417978,30.7,0.416499
148,25,21549820.53225,32.5,0.754853
148,29,23775232.421612,26.6,0.354341
149,2,21116212.775396,34.5,1.228132
149,5,23652180.867554,28.9,0.347333
149,6,22618926.060896,38.8,0.573567
149,12,20108517.983219,27.2,1.458827
149,19,24403144.775704,25.7,0.19411
149,24,23578965.547391,27.8,0.416387
149,25,21549374.208031,28.6,0.754977
149,29,23774767.198807,26.3,0.354421
150,2,21116463.622276,34.3,1.228006
150,5,23651522.750042,30.8,0.347449
150,6,22619495.601102,38.1,0.573445
150,12,20108481.337762,27.6,1.458951
150,19,24403702.920918,27.0,0.194022
150,24,23579553.061322,28.2,0.416277
150,25,21548901.062827,26.2,0.755103
150,29,23774310.544059,28.8,0.354505
151,2,21116710.577757,34.3,1.227882
151,5,23650858.036348,30.3,0.347565
151,6,22620057.637715,36.6,0.573326
151,12,20108436.002096,25.9,1.459077
151,19,24404216.986882,31.1,0.193936
151,24,23580158.583877,28.9,0.416166
151,25,21548427.306866,25.6,0.75523
151,29,23773835.898137,23.1,0.354589
152,2,21116965.350936,34.9,1.227756
152,5,23650189.448706,30.5,0.347683
152,6,22620622.396562,37.9,0.573204
152,12,20108386.478378,25.5,1.459199
152,19,24404768.256711,27.1,0.193849
152,24,23580745.818605,29.7,0.416056
152,25,21547974.281763,26.5,0.755356
152,29,23773384.356303,26.5,0.354671
153,2,21117213.056777,35.5,1.227631
153,5,23649534.158129,30.9,0.347798
153,6,22621187.574214,38.5,0.573084
153,12,20108345.487817,30.2,1.459325
153,19,24405320.538652,25.5,0.193761
153,24,23581356.558775,32.9,0.415944
153,25,21547495.56994,28.0,0.755482
153,29,23772941.626828,24.3,0.354754
154,2,21117456.17321,34.9,1.227505
154,5,23648866.512798,30.8,0.347914
154,6,22621756.870118,36.8,0.572961
154,12,20108304.392554,29.0,1.459448
154,19,24405865.247199,21.2,0.193674
154,24,23581950.738689,31.0,0.415833
154,25,21547032.388811,28.2,0.755608
154,29,23772458.657152,27.1,0.354838
155,2,21117707.159692,36.6,1.227381
155,5,23648217.52175,32.7,0.34803
155,6,22622314.84083,37.0,0.572842
155,12,20108253.804373,27.2,1.459574
155,19,24406379.766869,30.0,0.193587
155,24,23582547.396534,33.2,0.415721
155,25,21546563.274607,29.7,0.755735
155,29,23772007.534123,28.1,0.354921
156,2,21117956.453503,36.4,1.227257
156,5,23647554.553078,29.5,0.348147
156,6,22622881.013145,37.4,0.572721
156,12,20108227.576695,24.3,1.459697
156,19,24406918.053736,30.4,0.193501
156,24,23583147.143068,31.0,0.41561
156,25,21546114.943613,30.2,0.75586
156,29,23771552.606946,26.9,0.355003
157,2,21118198.173919,34.3,1.227133
157,5,23646897.185926,30.5,0.348262
157,6,22623441.409437,36.6,0.572601
157,12,20108175.191142,29.9,1.459823
157,19,24407464.071049,27.9,0.193414
157,24,23583759.401407,34.9,0.415498
157,25,21545641.362154,32.4,0.755986
157,29,23771091.31044,29.9,0.355085
158,2,21118442.511868,33.5,1.227007
158,5,23646235.54347,27.1,0.348378
158,6,22624013.113471,37.4,0.572479
158,12,20108136.521459,24.1,1.459946
158,19,24407997.995361,28.0,0.193327
158,24,23584357.193516,35.3,0.415387
158,25,21545180.571704,31.6,0.756111
158,29,23770630.537441,28.1,0.355168
159,2,21118699.274372,34.1,1.226883
159,5,23645585.138954,35.4,0.348494
159,6,22624577.174309,37.9,0.57236
159,12,20108090.208581,28.1,1.460071
159,19,24408527.277915,29.2,0.193241
159,24,23584960.813998,35.0,0.415275
159,25,21544715.750254,32.2,0.756239
159,29,23770197.772041,25.4,0.355251
160,2,21118955.862373,34.7,1.226756
160,5,23644923.758252,34.8,0.34861
160,6,22625149.140096,37.4,0.572237
160,12,20108043.686301,33.5,1.460195
160,19,24409097.742983,30.3,0.193152
160,24,23585568.151376,32.1,0.415165
160,25,21544252.534224,33.3,0.756366
160,29,23769706.670563,27.6,0.355335
161,2,21119202.102396,33.7,1.226632
161,5,23644274.540351,35.3,0.348726
161,6,22625716.778229,37.2,0.572117
161,12,20108010.844991,33.0,1.46032
161,19,24409624.896611,31.1,0.193066
161,24,23586169.067075,34.6,0.415053
161,25,21543793.366645,34.0,0.756492
161,29,23769248.113741,26.7,0.355418
162,2,21119449.581384,31.0,1.226508
162,5,23643622.321013,36.5,0.348841
162,6,22626275.726153,34.7,0.571997
162,12,20107963.310598,33.6,1.460445
162,19,24410176.655046,25.7,0.192978
162,24,23586768.1854,35.3,0.414941
162,25,21543319.540883,34.4,0.75662
162,29,23768799.17199,27.6,0.355502
163,2,21119704.406913,29.2,1.226381
163,5,23642965.180713,36.5,0.348957
163,6,22626858.214421,32.1,0.571875
163,12,20107931.237098,33.0,1.460569
163,19,24410717.472194,23.2,0.192891
163,24,23587377.669155,31.7,0.414831
163,25,21542854.859034,34.1,0.756748
163,29,23768316.202313,28.5,0.355587
164,2,21119961.902326,31.0,1.226257
164,5,23642320.011263,36.2,0.349071
164,6,22627413.410549,31.1,0.571755
164,12,20107883.859757,33.9,1.460695
164,19,24411281.37598,21.9,0.192804
164,24,23587981.725892,36.2,0.414718
164,25,21542388.659017,35.5,0.756874
164,29,23767867.993471,32.3,0.355669
165,2,21120206.030873,30.5,1.226133
165,5,23641661.160842,37.4,0.349187
165,6,22627984.015219,36.2,0.571636
165,12,20107847.074698,34.8,1.46082
165,24,23588588.609565,36.6,0.414607
165,25,21541924.378524,36.0,0.757002
165,29,23767398.617514,29.6,0.355753
166,2,21120462.636324,31.3,1.226007
166,5,23640999.500936,38.6,0.349303
166,6,22628554.794391,32.1,0.571514
166,12,20107802.088036,32.2,1.460943
166,19,24412334.618772,21.3,0.19263
166,24,23589186.663427,38.5,0.414496
166,25,21541457.5852,35.5,0.757128
166,29,23766937.216307,29.2,0.355837
167,2,21120729.572305,30.8,1.225884
167,5,23640355.971806,37.8,0.349418
167,6,22629115.836341,34.7,0.571395
167,12,20107767.13525,35.0,1.461069
167,19,24412902.553559,21.4,0.192544
167,24,23589800.474836,37.6,0.414383
167,25,21540999.325031,37.5,0.757256
167,29,23766482.25423,32.6,0.35592
168,2,21120981.256796,29.7,1.225758
168,5,23639699.878519,36.7,0.349534
168,6,22629684.992643,32.7,0.571273
168,12,20107722.619745,34.7,1.461193
168,19,24413426.443996,22.0,0.192456
168,24,23590398.109894,36.6,0.414273
168,25,21540532.112902,38.5,0.757382
168,29,23766022.23159,34.8,0.356003
169,2,21121218.352904,28.0,1.225632
169,5,23639045.704757,37.6,0.34965
169,6,22630261.460586,35.0,0.571151
169,12,20107683.915162,34.6,1.461317
169,19,24413964.53891,25.3,0.192368
169,24,23591002.463285,30.3,0.414161
169,25,21540067.692807,39.3,0.757509
169,29,23765556.310776,33.7,0.356087
170,2,21121479.512863,26.0,1.225507
170,5,23638383.18979,37.6,0.349766
170,6,22630829.308122,36.5,0.571031
170,12,20107638.07344,33.7,1.46144
170,19,24414496.107443,22.9,0.192281
170,24,23591610.777875,33.6,0.41405
170,25,21539606.34395,38.8,0.757635
170,29,23765096.165984,32.7,0.35617
171,2,21121725.875037,24.6,1.225382
171,5,23637726.572997,38.0,0.349883
171,6,22631401.535662,37.2,0.570909
171,12,20107606.523446,32.3,1.461563
171,19,24415059.941428,26.1,0.192194
171,24,23592210.890863,34.5,0.41394
171,25,21539147.89183,37.7,0.757761
171,29,23764631.117682,25.8,0.356253
172,2,21121967.857206,27.0,1.225258
172,5,23637080.583386,36.8,0.349999
172,6,22631966.695864,35.7,0.57079
172,12,20107576.892976,34.5,1.461688
172,19,24415585.82119,25.8,0.192108
172,24,23592813.516682,35.0,0.413828
172,25,21538691.655887,37.3,0.757889
172,29,23764179.087241,26.6,0.356337
173,2,21122246.921088,27.0,1.225132
173,5,23636419.499338,36.2,0.350115
173,6,22632538.975754,35.5,0.570669
173,12,20107532.202969,35.1,1.461811
173,24,23593418.760034,35.2,0.413717
173,25,21538227.84655,38.0,0.758014
173,29,23763726.96955,33.4,0.35642
174,2,21122478.310976,26.7,1.225007
174,5,23635756.303812,34.7,0.350232
174,6,22633108.830065,33.5,0.570548
174,12,20107497.07568,34.7,1.461934
174,24,23594021.298603,35.5,0.413606
174,25,21537771.209252,38.4,0.758139
174,29,23763276.631781,32.1,0.356501
175,2,21122747.16648,27.9,1.224881
175,5,23635104.799933,32.8,0.350347
175,6,22633679.87099,33.5,0.570426
175,12,20107449.942642,34.4,1.462058
175,19,24417229.143095,24.1,0.191846
175,24,23594628.025223,35.0,0.413495
175,25,21537306.771707,37.0,0.758266
175,29,23762813.084197,31.4,0.356585
176,2,21122999.025473,30.6,1.224756
176,5,23634447.101226,30.9,0.350464
176,6,22634253.110643,35.5,0.570305
176,12,20107421.498787,35.1,1.462181
176,19,24417757.727641,34.1,0.191759
176,24,23595221.943384,31.3,0.413385
176,25,21536842.142209,35.8,0.758394
176,29,23762353.550163,29.0,0.35667
177,2,21123244.637288,31.7,1.224632
177,5,23633778.618285,29.3,0.350581
177,6,22634816.490923,35.8,0.570185
177,12,20107375.412762,34.0,1.462304
177,19,24418288.423663,26.2,0.191673
177,24,23595833.294312,30.5,0.413273
177,25,21536383.218933,33.3,0.758518
177,29,23761904.52116,26.6,0.35675
178,2,21123499.410467,34.3,1.224505
178,5,23633129.522536,30.6,0.350697
178,6,22635389.939978,35.3,0.570063
178,12,20107336.079971,31.5,1.462427
178,19,24418863.373437,22.7,0.191585
178,24,23596424.141235,30.4,0.413163
178,25,21535918.18808,30.4,0.758644
178,29,23761477.270029,23.2,0.356834
179,2,21123760.849629,35.3,1.224382
179,5,23632469.119046,30.4,0.350814
179,6,22635956.286795,36.4,0.569944
179,12,20107303.430614,34.1,1.462551
179,24,23597044.147471,30.7,0.413051
179,25,21535474.237091,29.1,0.75877
179,29,23760986.849109,22.5,0.356916
180,2,21124010.003838,34.7,1.224258
180,5,23631823.077084,28.7,0.350929
180,6,22636525.914252,38.1,0.569825
180,12,20107274.079348,33.6,1.462676
180,19,24419947.468214,19.3,0.191414
180,24,23597662.635539,28.3,0.412938
180,25,21535008.979385,31.4,0.758897
180,29,23760544.974696,27.5,0.356999
181,2,21124259.280198,32.6,1.224132
181,5,23631156.792871,29.6,0.351046
181,6,22637097.16458,38.0,0.569702
181,12,20107231.343765,31.4,1.462797
181,19,24420475.546703,23.3,0.191326
181,24,23598257.862466,27.8,0.412828
181,25,21534542.046459,28.5,0.759023
181,29,23760085.231259,25.2,0.357082
182,2,21124517.787724,29.0,1.224007
182,5,23630513.822148,33.4,0.351161
182,6,22637667.158493,37.8,0.569582
182,12,20107186.165151,30.4,1.462922
182,24,23598873.418896,26.2,0.412716
182,25,21534079.249234,29.2,0.759151
182,29,23759615.244545,26.6,0.357166
183,2,21124768.180898,27.9,1.223882
183,5,23629857.938264,36.6,0.351278
183,6,22638238.024916,38.2,0.569462
183,12,20107172.44928,29.3,1.463046
183,19,24421560.950246,21.7,0.191153
183,24,23599482.675799,25.5,0.412606
183,25,21533621.530023,27.2,0.759278
183,29,23759158.432745,26.6,0.35725
184,2,21125033.127554,33.3,1.223759
184,5,23629212.419809,37.2,0.351393
184,6,22638806.361057,38.5,0.569343
184,12,20107124.40883,28.2,1.463171
184,19,24422131.991172,22.0,0.191067
184,24,23600108.266105,30.4,0.412492
184,25,21533160.390569,27.9,0.759403
184,29,23758712.265578,27.0,0.357331
185,2,21125277.23865,34.7,1.223634
185,5,23628559.258159,36.8,0.351507
185,6,22639365.553285,38.7,0.569222
185,12,20107096.610633,26.8,1.463296
185,19,24422653.124474,22.9,0.190979
185,24,23600686.950225,28.3,0.412381
185,25,21532689.793097,27.2,0.759533
185,29,23758240.184837,28.5,0.357416
186,2,21125536.391834,34.7,1.223508
186,5,23627918.119709,36.3,0.351622
186,6,22639942.492384,38.3,0.569101
186,12,20107057.173141,30.0,1.46342
186,19,24423181.482167,21.4,0.190892
186,24,23601301.354942,30.2,0.412269
186,25,21532245.021947,24.0,0.759662
186,29,23757770.233023,29.3,0.357501
187,2,21125778.688107,34.6,1.223385
187,5,23627264.643955,36.2,0.351738
187,6,22640505.872663,38.7,0.568982
187,12,20107017.369195,29.6,1.463543
187,24,23601913.299177,28.8,0.412156
187,25,21531776.221848,24.4,0.759785
187,29,23757337.694476,28.1,0.357581
188,2,21126045.973092,34.8,1.223259
188,5,23626612.459518,35.8,0.351853
188,6,22641078.030403,38.8,0.568861
188,12,20106985.7494,30.0,1.463668
188,19,24424299.639769,20.5,0.190718
188,24,23602508.246901,29.7,0.412046
188,25,21531295.224046,25.9,0.759916
188,29,23756863.886164,24.7,0.357668
189,2,21126297.814634,34.6,1.223134
189,5,23625963.433569,35.2,0.351968
189,6,22641647.047103,39.6,0.56874
189,12,20106934.794764,32.4,1.463792
189,24,23603122.84357,28.6,0.411934
189,25,21530834.154393,28.0,0.760042
189,29,23756415.712222,25.8,0.35775
190,2,21126548.225259,35.0,1.223009
190,5,23625310.271919,31.8,0.352083
190,6,22642217.041015,35.6,0.568619
190,12,20106898.009705,32.4,1.463916
190,19,24425378.098126,21.5,0.190543
190,24,23603735.101909,30.0,0.411822
190,25,21530367.46577,27.3,0.76017
190,29,23755936.441992,27.1,0.357835
191,2,21126803.504494,34.4,1.222883
191,5,23624673.96718,27.9,0.352197
191,6,22642782.009265,35.8,0.568498
191,12,20106861.887755,25.8,1.46404
191,19,24425919.979737,21.2,0.190455
191,24,23604323.750104,31.3,0.411711
191,25,21529910.130463,27.6,0.760299
191,29,23755467.118385,25.3,0.35792
192,2,21127057.893768,34.1,1.222757
192,5,23624005.885593,28.6,0.352313
192,6,22643352.072978,38.4,0.568377
192,12,20106821.874405,27.0,1.464163
192,19,24426488.246078,21.2,0.190368
192,24,23604929.499513,24.7,0.4116
192,25,21529429.132661,26.2,0.760426
192,29,23755010.69049,28.9,0.358004
193,2,21127303.627735,33.7,1.222634
193,5,23623360.646342,30.3,0.352428
193,6,22643924.300518,37.4,0.568258
193,12,20106784.914844,27.9,1.464288
193,24,23605569.468798,29.5,0.411486
193,25,21528971.256398,23.6,0.760551
193,29,23754552.22092,26.0,0.358085
194,2,21127560.809044,33.7,1.22251
194,5,23622702.267077,29.5,0.352545
194,6,22644485.46462,36.7,0.568138
194,12,20106747.71098,27.8,1.464411
194,19,24427537.998827,24.9,0.190196
194,24,23606169.616687,29.9,0.411375
194,25,21528536.833227,24.3,0.760678
194,29,23754098.305856,26.6,0.358167
195,2,21127822.300557,33.0,1.222385
195,5,23622049.681284,23.5,0.352668
195,6,22645061.147303,33.5,0.568017
195,12,20106713.299151,30.0,1.464527
195,24,23606741.983829,30.9,0.411267
195,25,21528088.711636,24.5,0.760796
195,29,23753708.939147,25.3,0.358245
196,2,21128075.03206,32.1,1.22226
196,5,23621417.721649,21.0,0.352786
196,6,22645625.958501,33.5,0.567896
196,12,20106671.331377,27.4,1.464648
196,19,24428607.417971,22.8,0.190027
196,24,23607348.7628,32.7,0.411156
196,25,21527610.837423,23.1,0.76092
196,29,23753273.643466,25.8,0.358325
197,2,21128337.622937,29.0,1.222136
197,5,23620745.853365,22.6,0.352891
197,6,22646193.422131,34.4,0.567778
197,12,20106639.816284,30.0,1.464782
197,19,24429148.514322,29.4,0.189937
197,24,23607992.082527,27.0,0.411039
197,29,23752746.577089,29.0,0.358417
198,2,21128577.144625,26.5,1.222009
198,5,23620062.921644,33.8,0.353014
198,6,22646775.92785,34.0,0.567655
198,12,20106610.744221,31.0,1.464898
198,19,24429692.332908,23.5,0.189851
198,24,23608646.535493,24.1,0.410933
198,25,21526702.431438,21.5,0.76118
198,29,23752293.586887,30.7,0.358497
199,2,21128849.17607,22.7,1.221886
199,5,23619406.514254,34.8,0.35313
199,6,22647327.965488,32.3,0.567537
199,12,20106574.884023,30.2,1.465023
199,24,23609171.891748,30.5,0.410821
199,25,21526222.288697,25.0,0.761307
199,29,23751850.316456,23.9,0.358581
200,2,21129077.773922,24.8,1.221762
200,5,23618751.310928,34.4,0.353248
200,6,22647899.215816,34.2,0.567416
200,12,20106536.057289,27.5,1.465143
200,24,23609779.421079,33.0,0.410709
200,25,21525806.013753,23.1,0.761428
200,29,23751443.935785,22.2,0.358658
201,2,21129334.10017,28.2,1.221638
201,5,23618095.374693,35.7,0.353364
201,6,22648460.432269,31.5,0.567297
201,12,20106504.8912,31.1,1.465266
201,19,24431345.07793,21.6,0.189595
201,24,23610397.298389,29.1,0.410596
201,25,21525347.055576,23.3,0.761555
201,29,23750963.984996,23.3,0.358741
202,2,21129595.556783,28.9,1.221512
202,5,23617436.471922,29.4,0.353481
202,6,22649039.378143,31.5,0.567176
202,12,20106456.972902,32.7,1.465388
202,24,23611004.723018,27.7,0.410486
202,25,21524874.015074,23.2,0.761681
202,29,23750501.152871,24.4,0.358824
203,2,21129859.02017,28.8,1.221389
203,5,23616796.048931,28.3,0.353595
203,6,22649597.226703,32.7,0.567057
203,12,20106416.7327,30.7,1.465513
203,19,24432356.562351,24.0,0.189422
203,24,23611612.636253,24.5,0.410373
203,25,21524445.559878,24.8,0.761809
203,29,23750034.324646,26.6,0.358908
204,2,21130108.715336,29.4,1.221264
204,5,23616121.17921,37.5,0.353714
204,6,22650164.707784,29.2,0.566937
204,12,20106394.518573,32.0,1.465634
204,19,24432901.532651,26.0,0.189336
204,24,23612222.678415,26.1,0.410263
204,25,21523939.468663,23.7,0.761934
204,29,23749601.07064,23.2,0.358989
205,2,21130365.146286,31.2,1.221139
205,5,23615478.836695,33.3,0.353828
205,6,22650732.62512,31.6,0.566817
205,12,20106356.250245,34.8,1.465758
205,19,24433431.076959,28.9,0.189249
205,24,23612816.683827,33.7,0.410151
205,25,21523516.580086,22.6,0.762063
205,29,23749128.710696,26.2,0.359074
206,2,21130620.949027,29.9,1.221016
206,5,23614819.68962,27.4,0.353945
206,6,22651298.116877,32.2,0.566697
206,12,20106317.964468,32.5,1.46588
206,19,24433984.283762,24.7,0.189164
206,24,23613428.942167,29.1,0.410039
206,25,21523088.561145,22.3,0.762187
206,29,23748680.013248,30.9,0.359155
207,2,21130869.771682,29.6,1.220889
207,5,23614144.226592,31.2,0.354063
207,6,22651875.492231,31.4,0.566575
207,12,20106289.171608,33.3,1.466
207,19,24434520.598754,32.2,0.189077
207,24,23614052.490797,28.4,0.409929
207,25,21522592.381654,21.5,0.762312
207,29,23748218.018733,26.4,0.359237
208,2,21131132.537061,30.0,1.220766
208,5,23613492.635462,32.2,0.35418
208,6,22652431.473618,32.9,0.566456
208,12,20106248.564952,33.8,1.466123
208,19,24435052.586092,29.3,0.188991
208,25,21522154.538241,21.7,0.762438
208,29,23747776.877228,29.4,0.359319
209,2,21131373.69907,28.9,1.220642
209,5,23612838.025443,36.9,0.354296
209,6,22652998.500994,33.3,0.566337
209,12,20106213.908819,34.0,1.466246
209,19,24435577.34904,31.6,0.188906
209,24,23615239.664011,26.7,0.409705
209,25,21521703.781666,22.1,0.762564
209,29,23747318.023753,30.4,0.359402
